userID,days,place 1,place 2,place 3,place 4,place 5,place 6,place 7,place 8,place 9,place 10,gender,children,with,season,budget
455,2,Bhatiari,Chittagong Circuit House,Foy's Lake,Mohamaya Lake,Guliakhali Sea Beach,Abhay Mitra Ghat,,,,,Male,No,Family,Summer,20000.0
456,9,Chittagong Circuit House,Chandranath Hill and Temple,Patenga Sea Beach,Naval Beach,Guliakhali Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,,,,Female,Yes,Solo,Winter,19855.0
457,9,Guliakhali Sea Beach,,,,,,,,,,Female,No,Couple,Summer,20000.0
458,9,Chittagong Circuit House,Patenga Sea Beach,Bhatiari,Bashbaria Sea Beach,Karnaphuli River,Chandranath Hill and Temple,Mohamaya Lake,,,,Male,No,Couple,Autumn,11847.6
459,10,Napittachora Waterfalls,Chittagong Circuit House,Khoiyachora Waterfall,Patenga Sea Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Bhatiari,Naval Beach,,,Male,No,Couple,Winter,10257.6
460,9,Napittachora Waterfalls,Khoiyachora Waterfall,Guliakhali Sea Beach,Bhatiari,,,,,,,Male,Yes,Couple,Autumn,10708.8
461,5,Karnaphuli River,Guliakhali Sea Beach,Bhatiari,,,,,,,,Female,No,Family,Autumn,20000.0
462,6,Khoiyachora Waterfall,Abhay Mitra Ghat,Bhatiari,Karnaphuli River,Bashbaria Sea Beach,Patenga Sea Beach,Guliakhali Sea Beach,,,,Male,No,Friends,Monsoon,15726.0
463,7,Napittachora Waterfalls,Bashbaria Sea Beach,Khoiyachora Waterfall,Foy's Lake,Naval Beach,Mohamaya Lake,,,,,Female,No,Family,Autumn,20000.0
464,9,Abhay Mitra Ghat,Chandranath Hill and Temple,Karnaphuli River,Bhatiari,Naval Beach,Foy's Lake,,,,,Female,Yes,Friends,Winter,9676.0
465,10,Bashbaria Sea Beach,Chandranath Hill and Temple,Guliakhali Sea Beach,Khoiyachora Waterfall,Mohamaya Lake,Naval Beach,Patenga Sea Beach,,,,Female,Yes,Couple,Winter,12238.8
466,9,Abhay Mitra Ghat,Foy's Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,Mohamaya Lake,Bhatiari,,,,,Male,Yes,Friends,Autumn,13352.0
467,7,Mohamaya Lake,Foy's Lake,Bhatiari,Patenga Sea Beach,Khoiyachora Waterfall,,,,,,Male,Yes,Solo,Monsoon,6890.0
468,2,Napittachora Waterfalls,Abhay Mitra Ghat,Khoiyachora Waterfall,Chandranath Hill and Temple,,,,,,,Male,No,Friends,Winter,6912.0
469,5,Karnaphuli River,Abhay Mitra Ghat,Guliakhali Sea Beach,Patenga Sea Beach,Mohamaya Lake,Khoiyachora Waterfall,Chittagong Circuit House,,,,Female,Yes,Family,Autumn,20000.0
470,5,Chandranath Hill and Temple,Abhay Mitra Ghat,Patenga Sea Beach,Bhatiari,Chittagong Circuit House,Foy's Lake,,,,,Male,No,Friends,Monsoon,3413.0
471,8,Chandranath Hill and Temple,Foy's Lake,Mohamaya Lake,Naval Beach,Napittachora Waterfalls,Bhatiari,Bashbaria Sea Beach,,,,Female,No,Solo,Monsoon,17762.0
472,10,Napittachora Waterfalls,Chandranath Hill and Temple,Mohamaya Lake,Naval Beach,,,,,,,Female,Yes,Family,Winter,18355.5
473,10,Patenga Sea Beach,Foy's Lake,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,,,Male,No,Family,Autumn,20000.0
474,4,Chandranath Hill and Temple,Chittagong Circuit House,Patenga Sea Beach,,,,,,,,Female,Yes,Solo,Monsoon,4058.0
475,8,Karnaphuli River,Chittagong Circuit House,Khoiyachora Waterfall,Bashbaria Sea Beach,Napittachora Waterfalls,Patenga Sea Beach,,,,,Male,Yes,Solo,Summer,8922.0
476,1,Guliakhali Sea Beach,Karnaphuli River,Foy's Lake,Napittachora Waterfalls,Mohamaya Lake,Patenga Sea Beach,Chittagong Circuit House,Bhatiari,Chandranath Hill and Temple,Naval Beach,Male,No,Family,Summer,20000.0
477,1,Khoiyachora Waterfall,Bashbaria Sea Beach,Chandranath Hill and Temple,Bhatiari,Naval Beach,Mohamaya Lake,Abhay Mitra Ghat,Guliakhali Sea Beach,Patenga Sea Beach,Foy's Lake,Male,No,Couple,Summer,12472.8
478,9,Karnaphuli River,Mohamaya Lake,Naval Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,Male,Yes,Friends,Summer,8966.0
479,7,Bashbaria Sea Beach,Patenga Sea Beach,,,,,,,,,Female,Yes,Family,Monsoon,6820.5
480,7,Mohamaya Lake,Abhay Mitra Ghat,Chandranath Hill and Temple,Karnaphuli River,Bhatiari,Naval Beach,Guliakhali Sea Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Bashbaria Sea Beach,Female,Yes,Couple,Monsoon,13713.6
481,5,Patenga Sea Beach,Chandranath Hill and Temple,Chittagong Circuit House,Khoiyachora Waterfall,Naval Beach,Bashbaria Sea Beach,,,,,Male,Yes,Couple,Monsoon,20000.0
482,5,Napittachora Waterfalls,Guliakhali Sea Beach,,,,,,,,,Female,Yes,Solo,Monsoon,13007.0
483,7,Chittagong Circuit House,Foy's Lake,Bashbaria Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,,Male,Yes,Friends,Summer,9785.0
484,4,Napittachora Waterfalls,Karnaphuli River,Bhatiari,Patenga Sea Beach,Guliakhali Sea Beach,Chandranath Hill and Temple,Chittagong Circuit House,Abhay Mitra Ghat,Naval Beach,Mohamaya Lake,Female,Yes,Couple,Winter,12129.6
485,7,Guliakhali Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Napittachora Waterfalls,Naval Beach,Mohamaya Lake,Bhatiari,Khoiyachora Waterfall,Foy's Lake,,Male,Yes,Couple,Monsoon,19009.2
486,6,Bashbaria Sea Beach,Guliakhali Sea Beach,Chittagong Circuit House,Mohamaya Lake,Khoiyachora Waterfall,Abhay Mitra Ghat,Naval Beach,,,,Female,Yes,Solo,Winter,12767.0
487,2,Khoiyachora Waterfall,,,,,,,,,,Male,No,Family,Winter,19174.5
488,7,Foy's Lake,Chittagong Circuit House,Patenga Sea Beach,Karnaphuli River,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Napittachora Waterfalls,Mohamaya Lake,Naval Beach,Male,Yes,Couple,Autumn,11560.8
489,10,Bhatiari,Naval Beach,Bashbaria Sea Beach,Karnaphuli River,Chittagong Circuit House,Napittachora Waterfalls,Chandranath Hill and Temple,Abhay Mitra Ghat,Patenga Sea Beach,,Male,No,Family,Winter,14025.0
490,10,Khoiyachora Waterfall,Guliakhali Sea Beach,,,,,,,,,Female,No,Couple,Summer,9894.0
491,8,Foy's Lake,Bhatiari,Naval Beach,Guliakhali Sea Beach,,,,,,,Female,No,Family,Monsoon,15361.5
492,8,Patenga Sea Beach,Napittachora Waterfalls,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,Female,No,Family,Summer,14428.5
493,7,Chittagong Circuit House,Khoiyachora Waterfall,Naval Beach,Chandranath Hill and Temple,,,,,,,Female,Yes,Solo,Monsoon,6374.0
494,8,Mohamaya Lake,Khoiyachora Waterfall,Chittagong Circuit House,Napittachora Waterfalls,Abhay Mitra Ghat,Bhatiari,Karnaphuli River,Bashbaria Sea Beach,Naval Beach,Guliakhali Sea Beach,Female,No,Friends,Summer,11859.0
495,3,Chittagong Circuit House,Abhay Mitra Ghat,Karnaphuli River,Bashbaria Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,Naval Beach,Foy's Lake,Mohamaya Lake,Napittachora Waterfalls,Male,No,Friends,Autumn,13960.0
496,3,Bashbaria Sea Beach,Naval Beach,Foy's Lake,Guliakhali Sea Beach,Khoiyachora Waterfall,Patenga Sea Beach,Bhatiari,,,,Female,Yes,Couple,Winter,9456.0
497,6,Karnaphuli River,Guliakhali Sea Beach,Bhatiari,Foy's Lake,Napittachora Waterfalls,Khoiyachora Waterfall,Chandranath Hill and Temple,Naval Beach,Patenga Sea Beach,,Male,No,Solo,Autumn,3476.0
498,6,Foy's Lake,Napittachora Waterfalls,Bashbaria Sea Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,Bhatiari,Patenga Sea Beach,Guliakhali Sea Beach,Abhay Mitra Ghat,,Female,No,Solo,Summer,13885.0
499,8,Guliakhali Sea Beach,Naval Beach,Abhay Mitra Ghat,Chittagong Circuit House,Foy's Lake,Napittachora Waterfalls,Chandranath Hill and Temple,Karnaphuli River,,,Male,Yes,Couple,Monsoon,14862.0
500,5,Abhay Mitra Ghat,Chandranath Hill and Temple,Naval Beach,Foy's Lake,Chittagong Circuit House,Khoiyachora Waterfall,Bashbaria Sea Beach,Napittachora Waterfalls,Guliakhali Sea Beach,Karnaphuli River,Female,No,Couple,Winter,20000.0
501,1,Chandranath Hill and Temple,Bashbaria Sea Beach,Khoiyachora Waterfall,Karnaphuli River,Bhatiari,Guliakhali Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,,,Male,No,Solo,Winter,11131.0
502,3,Napittachora Waterfalls,Guliakhali Sea Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Bhatiari,Karnaphuli River,Abhay Mitra Ghat,Naval Beach,Patenga Sea Beach,,Female,Yes,Couple,Monsoon,5410.8
503,5,Khoiyachora Waterfall,Abhay Mitra Ghat,Napittachora Waterfalls,,,,,,,,Male,No,Family,Monsoon,13117.5
504,4,Khoiyachora Waterfall,Mohamaya Lake,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Karnaphuli River,Chittagong Circuit House,,,,Female,Yes,Solo,Summer,4596.0
505,3,Khoiyachora Waterfall,Naval Beach,Guliakhali Sea Beach,,,,,,,,Female,No,Friends,Summer,13550.0
506,4,Foy's Lake,Karnaphuli River,Abhay Mitra Ghat,Guliakhali Sea Beach,Bhatiari,Khoiyachora Waterfall,Bashbaria Sea Beach,Patenga Sea Beach,Napittachora Waterfalls,Chandranath Hill and Temple,Male,Yes,Family,Monsoon,8106.0
507,7,Chittagong Circuit House,Patenga Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,Bhatiari,,,,,,Male,Yes,Solo,Monsoon,8461.0
508,3,Bhatiari,Chandranath Hill and Temple,Bashbaria Sea Beach,Guliakhali Sea Beach,Karnaphuli River,Foy's Lake,Naval Beach,Patenga Sea Beach,,,Female,Yes,Couple,Summer,19302.0
509,7,Karnaphuli River,Foy's Lake,,,,,,,,,Male,No,Couple,Monsoon,8226.0
510,2,Karnaphuli River,Napittachora Waterfalls,,,,,,,,,Male,Yes,Family,Summer,17097.0
511,5,Chandranath Hill and Temple,Patenga Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,,,,,,,Female,Yes,Couple,Autumn,19144.8
512,4,Chandranath Hill and Temple,Karnaphuli River,Bhatiari,Napittachora Waterfalls,Patenga Sea Beach,Foy's Lake,Guliakhali Sea Beach,,,,Female,No,Couple,Summer,17611.2
513,10,Bashbaria Sea Beach,Patenga Sea Beach,Foy's Lake,Naval Beach,Mohamaya Lake,Bhatiari,Guliakhali Sea Beach,Abhay Mitra Ghat,,,Female,Yes,Solo,Autumn,15965.0
514,2,Napittachora Waterfalls,Abhay Mitra Ghat,Bashbaria Sea Beach,Mohamaya Lake,Naval Beach,Patenga Sea Beach,Khoiyachora Waterfall,,,,Male,No,Solo,Autumn,12133.0
515,2,Khoiyachora Waterfall,Bashbaria Sea Beach,Chittagong Circuit House,Guliakhali Sea Beach,Napittachora Waterfalls,Bhatiari,Chandranath Hill and Temple,,,,Male,Yes,Friends,Winter,10524.0
516,6,Naval Beach,Guliakhali Sea Beach,Napittachora Waterfalls,Karnaphuli River,Khoiyachora Waterfall,Mohamaya Lake,Chittagong Circuit House,,,,Male,No,Friends,Autumn,10369.0
517,6,Naval Beach,Bhatiari,Napittachora Waterfalls,Foy's Lake,Chandranath Hill and Temple,,,,,,Male,Yes,Couple,Winter,9468.0
518,1,Patenga Sea Beach,Naval Beach,Guliakhali Sea Beach,Abhay Mitra Ghat,Mohamaya Lake,,,,,,Male,Yes,Couple,Monsoon,3634.7999999999997
519,5,Patenga Sea Beach,Naval Beach,Napittachora Waterfalls,Chittagong Circuit House,Foy's Lake,,,,,,Female,Yes,Family,Autumn,20000.0
520,7,Naval Beach,Foy's Lake,Bashbaria Sea Beach,Bhatiari,Patenga Sea Beach,Khoiyachora Waterfall,,,,,Male,No,Family,Monsoon,8590.5
521,6,Chittagong Circuit House,Patenga Sea Beach,Naval Beach,,,,,,,,Female,Yes,Couple,Summer,16886.399999999998
522,7,Karnaphuli River,Chittagong Circuit House,Chandranath Hill and Temple,Foy's Lake,Naval Beach,Abhay Mitra Ghat,Bhatiari,Bashbaria Sea Beach,Napittachora Waterfalls,,Male,No,Friends,Winter,12818.0
523,2,Foy's Lake,Guliakhali Sea Beach,Abhay Mitra Ghat,Bashbaria Sea Beach,Chittagong Circuit House,Patenga Sea Beach,,,,,Female,No,Solo,Winter,7261.0
524,5,Bhatiari,Bashbaria Sea Beach,Khoiyachora Waterfall,Karnaphuli River,Chandranath Hill and Temple,Guliakhali Sea Beach,Naval Beach,Mohamaya Lake,Patenga Sea Beach,,Female,Yes,Family,Monsoon,11634.0
525,2,Chandranath Hill and Temple,,,,,,,,,,Female,Yes,Friends,Autumn,17961.0
526,3,Abhay Mitra Ghat,Karnaphuli River,Mohamaya Lake,Bashbaria Sea Beach,Foy's Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,,,Male,Yes,Solo,Summer,5432.0
527,4,Mohamaya Lake,Khoiyachora Waterfall,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,Female,No,Family,Autumn,20000.0
528,10,Patenga Sea Beach,Abhay Mitra Ghat,Bashbaria Sea Beach,Naval Beach,Karnaphuli River,Bhatiari,Chandranath Hill and Temple,Guliakhali Sea Beach,,,Female,No,Couple,Autumn,20000.0
529,7,Khoiyachora Waterfall,Chandranath Hill and Temple,Naval Beach,,,,,,,,Female,Yes,Solo,Autumn,8195.0
530,4,Chittagong Circuit House,Patenga Sea Beach,Bhatiari,Khoiyachora Waterfall,,,,,,,Male,Yes,Family,Summer,17206.5
531,4,Abhay Mitra Ghat,Chittagong Circuit House,Karnaphuli River,Naval Beach,Napittachora Waterfalls,Mohamaya Lake,Guliakhali Sea Beach,Patenga Sea Beach,,,Male,Yes,Couple,Summer,20000.0
532,10,Naval Beach,Chandranath Hill and Temple,Foy's Lake,Khoiyachora Waterfall,,,,,,,Male,Yes,Friends,Summer,8174.0
533,8,Patenga Sea Beach,Napittachora Waterfalls,,,,,,,,,Male,No,Solo,Summer,8616.0
534,3,Naval Beach,Chittagong Circuit House,Patenga Sea Beach,Khoiyachora Waterfall,Mohamaya Lake,Chandranath Hill and Temple,Napittachora Waterfalls,,,,Male,No,Family,Monsoon,7252.5
535,6,Chittagong Circuit House,Khoiyachora Waterfall,Chandranath Hill and Temple,Napittachora Waterfalls,Mohamaya Lake,Bhatiari,Bashbaria Sea Beach,Foy's Lake,Guliakhali Sea Beach,,Female,No,Couple,Summer,20000.0
536,9,Abhay Mitra Ghat,Patenga Sea Beach,Bhatiari,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,Male,Yes,Couple,Autumn,6030.0
537,6,Karnaphuli River,Naval Beach,Bhatiari,Guliakhali Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,,,Male,Yes,Friends,Summer,14636.0
538,9,Karnaphuli River,Bashbaria Sea Beach,Guliakhali Sea Beach,Naval Beach,Mohamaya Lake,,,,,,Male,No,Couple,Winter,10095.6
539,7,Bashbaria Sea Beach,Abhay Mitra Ghat,Khoiyachora Waterfall,Naval Beach,Guliakhali Sea Beach,,,,,,Female,No,Family,Winter,11013.0
540,1,Bhatiari,Foy's Lake,Khoiyachora Waterfall,,,,,,,,Male,Yes,Solo,Winter,12610.0
541,8,Patenga Sea Beach,Naval Beach,Karnaphuli River,Chittagong Circuit House,Napittachora Waterfalls,Bashbaria Sea Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,Bhatiari,,Female,No,Couple,Autumn,12288.0
542,4,Bhatiari,Napittachora Waterfalls,Khoiyachora Waterfall,Naval Beach,,,,,,,Female,No,Couple,Winter,19728.0
543,7,Naval Beach,Patenga Sea Beach,Bashbaria Sea Beach,,,,,,,,Female,Yes,Couple,Monsoon,20000.0
544,1,Mohamaya Lake,Chittagong Circuit House,Bashbaria Sea Beach,Patenga Sea Beach,Naval Beach,,,,,,Female,Yes,Friends,Winter,8410.0
545,3,Chandranath Hill and Temple,Naval Beach,Foy's Lake,Mohamaya Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Patenga Sea Beach,Karnaphuli River,Abhay Mitra Ghat,Female,Yes,Family,Monsoon,14148.0
546,5,Guliakhali Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,Naval Beach,Bashbaria Sea Beach,,,,,Female,No,Family,Summer,20000.0
547,8,Naval Beach,Bhatiari,Patenga Sea Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,Male,Yes,Family,Winter,12237.0
548,10,Chandranath Hill and Temple,Khoiyachora Waterfall,Chittagong Circuit House,Patenga Sea Beach,Naval Beach,Abhay Mitra Ghat,Mohamaya Lake,Bashbaria Sea Beach,Foy's Lake,Guliakhali Sea Beach,Male,No,Family,Monsoon,5038.5
549,5,Patenga Sea Beach,Mohamaya Lake,Naval Beach,Khoiyachora Waterfall,,,,,,,Male,Yes,Solo,Winter,5291.0
550,7,Guliakhali Sea Beach,Chittagong Circuit House,Patenga Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,Male,No,Family,Winter,11377.5
551,1,Naval Beach,Karnaphuli River,Bhatiari,Mohamaya Lake,,,,,,,Male,No,Solo,Summer,13487.0
552,5,Bhatiari,Khoiyachora Waterfall,Guliakhali Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,Mohamaya Lake,Chandranath Hill and Temple,,,,Male,No,Solo,Monsoon,8955.0
553,9,Patenga Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,Male,Yes,Couple,Autumn,20000.0
554,2,Karnaphuli River,Napittachora Waterfalls,Chandranath Hill and Temple,Mohamaya Lake,Bashbaria Sea Beach,,,,,,Male,No,Family,Summer,20000.0
555,4,Bashbaria Sea Beach,Patenga Sea Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,Foy's Lake,Naval Beach,Karnaphuli River,Guliakhali Sea Beach,Mohamaya Lake,Male,No,Couple,Autumn,16555.2
556,4,Chittagong Circuit House,Mohamaya Lake,Khoiyachora Waterfall,Foy's Lake,Bhatiari,Abhay Mitra Ghat,Naval Beach,Guliakhali Sea Beach,,,Female,Yes,Friends,Summer,3046.0
557,5,Guliakhali Sea Beach,Bhatiari,Naval Beach,Chandranath Hill and Temple,,,,,,,Male,Yes,Couple,Monsoon,20000.0
558,10,Guliakhali Sea Beach,Bhatiari,Naval Beach,Foy's Lake,Mohamaya Lake,Chittagong Circuit House,Patenga Sea Beach,,,,Female,Yes,Couple,Monsoon,8256.0
559,3,Bhatiari,Napittachora Waterfalls,Khoiyachora Waterfall,Abhay Mitra Ghat,Bashbaria Sea Beach,,,,,,Female,No,Couple,Winter,8308.8
560,10,Foy's Lake,Guliakhali Sea Beach,Naval Beach,Chandranath Hill and Temple,Karnaphuli River,Khoiyachora Waterfall,Napittachora Waterfalls,,,,Male,Yes,Solo,Monsoon,8009.0
561,9,Guliakhali Sea Beach,Napittachora Waterfalls,Bashbaria Sea Beach,Naval Beach,Patenga Sea Beach,Bhatiari,Foy's Lake,Chittagong Circuit House,Mohamaya Lake,,Male,Yes,Couple,Autumn,13413.6
562,4,Napittachora Waterfalls,Khoiyachora Waterfall,,,,,,,,,Male,No,Family,Summer,20000.0
563,10,Bashbaria Sea Beach,Napittachora Waterfalls,,,,,,,,,Male,No,Friends,Winter,14738.0
564,8,Bashbaria Sea Beach,Karnaphuli River,Bhatiari,Mohamaya Lake,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,Male,No,Couple,Autumn,3645.6
565,7,Khoiyachora Waterfall,Chittagong Circuit House,Chandranath Hill and Temple,Mohamaya Lake,Napittachora Waterfalls,Karnaphuli River,Bashbaria Sea Beach,Guliakhali Sea Beach,Naval Beach,Foy's Lake,Female,Yes,Solo,Monsoon,11573.0
566,7,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Karnaphuli River,Naval Beach,Bhatiari,Mohamaya Lake,,Female,No,Solo,Monsoon,7498.0
567,8,Karnaphuli River,Mohamaya Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,Male,No,Family,Autumn,12480.0
568,2,Karnaphuli River,Chittagong Circuit House,Chandranath Hill and Temple,Bashbaria Sea Beach,,,,,,,Male,Yes,Friends,Winter,13755.0
569,1,Patenga Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,Khoiyachora Waterfall,Karnaphuli River,Abhay Mitra Ghat,Chandranath Hill and Temple,,,,Male,Yes,Couple,Autumn,9795.6
570,10,Napittachora Waterfalls,Chittagong Circuit House,Foy's Lake,Abhay Mitra Ghat,Naval Beach,Guliakhali Sea Beach,,,,,Female,No,Friends,Autumn,15482.0
571,8,Patenga Sea Beach,Foy's Lake,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,Male,Yes,Friends,Monsoon,14749.0
572,7,Foy's Lake,Abhay Mitra Ghat,Khoiyachora Waterfall,Bashbaria Sea Beach,Bhatiari,Napittachora Waterfalls,Karnaphuli River,Chandranath Hill and Temple,,,Female,Yes,Friends,Monsoon,13710.0
573,7,Chittagong Circuit House,Karnaphuli River,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,Male,Yes,Family,Winter,6183.0
574,2,Bhatiari,Mohamaya Lake,,,,,,,,,Male,Yes,Solo,Autumn,3559.0
575,7,Khoiyachora Waterfall,Chandranath Hill and Temple,Naval Beach,Karnaphuli River,Napittachora Waterfalls,Chittagong Circuit House,Patenga Sea Beach,Guliakhali Sea Beach,,,Male,Yes,Friends,Monsoon,7211.0
576,10,Abhay Mitra Ghat,Foy's Lake,Bashbaria Sea Beach,Napittachora Waterfalls,Naval Beach,Bhatiari,Chandranath Hill and Temple,Mohamaya Lake,Guliakhali Sea Beach,Patenga Sea Beach,Female,Yes,Couple,Winter,10248.0
577,9,Karnaphuli River,Abhay Mitra Ghat,Bashbaria Sea Beach,Mohamaya Lake,Khoiyachora Waterfall,Patenga Sea Beach,,,,,Female,No,Family,Summer,7594.5
578,6,Naval Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Foy's Lake,Karnaphuli River,Mohamaya Lake,,,,,Male,No,Friends,Monsoon,19095.0
579,3,Chittagong Circuit House,Karnaphuli River,Khoiyachora Waterfall,Mohamaya Lake,Abhay Mitra Ghat,Patenga Sea Beach,Naval Beach,,,,Female,Yes,Couple,Monsoon,19324.8
580,9,Bashbaria Sea Beach,Naval Beach,Guliakhali Sea Beach,Napittachora Waterfalls,Bhatiari,Patenga Sea Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,,,Female,No,Family,Autumn,19986.0
581,6,Naval Beach,,,,,,,,,,Female,Yes,Couple,Summer,20000.0
582,9,Patenga Sea Beach,Karnaphuli River,Chittagong Circuit House,Napittachora Waterfalls,Chandranath Hill and Temple,,,,,,Male,No,Solo,Winter,9999.0
583,6,Guliakhali Sea Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Naval Beach,Mohamaya Lake,Chandranath Hill and Temple,Patenga Sea Beach,Bhatiari,Bashbaria Sea Beach,,Female,No,Friends,Autumn,16290.0
584,9,Foy's Lake,,,,,,,,,,Female,No,Family,Monsoon,12351.0
585,8,Bashbaria Sea Beach,Karnaphuli River,Chittagong Circuit House,Chandranath Hill and Temple,Foy's Lake,Naval Beach,Guliakhali Sea Beach,,,,Male,Yes,Solo,Summer,10311.0
586,2,Karnaphuli River,Patenga Sea Beach,Chandranath Hill and Temple,Mohamaya Lake,Bashbaria Sea Beach,Foy's Lake,,,,,Female,Yes,Couple,Autumn,10500.0
587,5,Foy's Lake,Chittagong Circuit House,Mohamaya Lake,Guliakhali Sea Beach,Napittachora Waterfalls,Naval Beach,Bashbaria Sea Beach,,,,Female,Yes,Friends,Monsoon,18699.0
588,3,Chandranath Hill and Temple,Bhatiari,Foy's Lake,Naval Beach,Napittachora Waterfalls,Mohamaya Lake,Chittagong Circuit House,Khoiyachora Waterfall,Guliakhali Sea Beach,Abhay Mitra Ghat,Female,Yes,Couple,Autumn,20000.0
589,6,Guliakhali Sea Beach,,,,,,,,,,Male,Yes,Couple,Summer,11780.4
590,5,Guliakhali Sea Beach,Chittagong Circuit House,Karnaphuli River,,,,,,,,Female,Yes,Family,Summer,5968.5
591,5,Abhay Mitra Ghat,Napittachora Waterfalls,,,,,,,,,Male,No,Friends,Autumn,18834.0
592,5,Abhay Mitra Ghat,Bhatiari,Patenga Sea Beach,Bashbaria Sea Beach,Karnaphuli River,Chandranath Hill and Temple,Mohamaya Lake,Guliakhali Sea Beach,Naval Beach,,Female,Yes,Friends,Winter,18769.0
593,9,Mohamaya Lake,Bashbaria Sea Beach,Chittagong Circuit House,Guliakhali Sea Beach,,,,,,,Female,Yes,Solo,Autumn,7726.0
594,3,Naval Beach,Napittachora Waterfalls,Chandranath Hill and Temple,Karnaphuli River,Khoiyachora Waterfall,,,,,,Male,Yes,Couple,Autumn,6534.0
595,8,Bhatiari,Naval Beach,Mohamaya Lake,Bashbaria Sea Beach,,,,,,,Female,Yes,Solo,Monsoon,5168.0
596,2,Bhatiari,Foy's Lake,Naval Beach,Patenga Sea Beach,Abhay Mitra Ghat,Napittachora Waterfalls,Mohamaya Lake,Khoiyachora Waterfall,,,Male,No,Solo,Monsoon,18198.0
597,1,Chandranath Hill and Temple,Foy's Lake,Chittagong Circuit House,,,,,,,,Female,Yes,Family,Winter,20000.0
598,9,Chittagong Circuit House,Guliakhali Sea Beach,Bashbaria Sea Beach,Patenga Sea Beach,Abhay Mitra Ghat,Naval Beach,Mohamaya Lake,Bhatiari,Napittachora Waterfalls,Khoiyachora Waterfall,Female,Yes,Family,Monsoon,13233.0
599,4,Mohamaya Lake,Napittachora Waterfalls,Chandranath Hill and Temple,,,,,,,,Male,No,Couple,Monsoon,19520.399999999998
600,7,Khoiyachora Waterfall,Patenga Sea Beach,Karnaphuli River,,,,,,,,Female,Yes,Solo,Autumn,17992.0
601,3,Foy's Lake,Chittagong Circuit House,Khoiyachora Waterfall,Napittachora Waterfalls,Karnaphuli River,Naval Beach,Mohamaya Lake,Bhatiari,Chandranath Hill and Temple,Bashbaria Sea Beach,Male,Yes,Friends,Monsoon,18992.0
602,9,Mohamaya Lake,Bhatiari,Chittagong Circuit House,Naval Beach,Napittachora Waterfalls,,,,,,Male,No,Friends,Autumn,11127.0
603,9,Bhatiari,Chittagong Circuit House,Naval Beach,Guliakhali Sea Beach,Chandranath Hill and Temple,,,,,,Female,Yes,Couple,Autumn,4214.4
604,7,Mohamaya Lake,Bhatiari,Abhay Mitra Ghat,Bashbaria Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,Foy's Lake,Guliakhali Sea Beach,Khoiyachora Waterfall,,Male,No,Solo,Monsoon,12626.0
605,6,Abhay Mitra Ghat,Foy's Lake,Patenga Sea Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Bhatiari,Bashbaria Sea Beach,,,,Female,No,Solo,Autumn,11701.0
